"X1","X2","X3","X4","X5","X6","X7"
0.411601309198886,0.894667082000524,0.763477052096277,0.529624839080498,0.766795720672235,0.794756300514564,0.115775898564607
0.703325982904062,0.276269065681845,0.639110274147242,0.755133491707966,0.525654155528173,0.207658866187558,0.662347504170612
0.428880937863141,0.856445250334218,0.494293168885633,0.913113286718726,0.51634880551137,0.320523331174627,0.578791060252115
0.0209264368750155,0.0013078460469842,0.795911017106846,0.142316077137366,0.337128106039017,0.258195351110771,0.170952855143696
0.959199439035729,0.814550981624052,0.441762670176104,0.680214769206941,0.606672102818266,0.646589260548353,0.415192649466917
0.81753792706877,0.913834010949358,0.982690988108516,0.636652858695015,0.317443680716679,0.666416286723688,0.0993359619751573
0.622883519390598,0.217458598781377,0.474901977460831,0.594381178496405,0.150970586342737,0.772329058498144,0.545968008693308
0.134338108822703,0.515946427127346,0.294088057707995,0.965501934057102,0.510144563624635,0.628535446012393,0.883852675789967
0.806086039636284,0.584082037908956,0.362232656450942,0.276508077513427,0.896970341913402,0.95346204796806,0.930690424283966
0.69278321787715,0.192636826308444,0.034217836568132,0.710073357680812,0.0433802970219404,0.470089526148513,0.963196319062263
0.596297864802182,0.683452527737245,0.488861018791795,0.900231652660295,0.444953818107024,0.487812819657847,0.0375835055019706
0.00495383003726602,0.324407197767869,0.929781985469162,0.450156044214964,0.832097645150498,0.613418488064781,0.830904704052955
0.709030894096941,0.664104701485485,0.897647543344647,0.509547230089083,0.166963284369558,0.428878891048953,0.0933983568102121
0.519949213601649,0.144046469591558,0.0190210300497711,0.121697994414717,0.202708564931527,0.374583912082016,0.945332671049982
0.66159580880776,0.0888925399631262,0.411913071060553,0.719305859412998,0.568923867540434,0.11780366464518,0.962839194573462
0.728043630486354,0.516256936360151,0.614136651391163,0.0581255038268864,0.978104395326227,0.385637578787282,0.893924890086055
0.211988267255947,0.369285369990394,0.958712704246864,0.508768994593993,0.482220242964104,0.222000071313232,0.252130415290594
0.393297629663721,0.859088730532676,0.713796088704839,0.00681032752618194,0.836232611443847,0.347318161511794,0.137764472747222
0.099673975026235,0.90279650548473,0.364672609837726,0.932373696239665,0.214454636443406,0.0721946151461452,0.190862864255905
0.983029743190855,0.927529822103679,0.00405000243335962,0.0337211082223803,0.185642667580396,0.550041982205585,0.320029846858233
0.748703385237604,0.417591268429533,0.353129792958498,0.0473977355286479,0.216878215083852,0.253324031597003,0.607920087873936
0.299008124042302,0.540319072781131,0.474118844373152,0.268275480251759,0.556943155359477,0.257117086322978,0.747188095469028
0.348851409042254,0.767716036643833,0.923328653909266,0.329868593951687,0.344108673045412,0.387948346091434,0.862982736900449
0.998724760720506,0.0844558223616332,0.569502471014857,0.117632810724899,0.966552275698632,0.127533980645239,0.548295843647793
0.469983124174178,0.50115020875819,0.0737831413280219,0.643466993933544,0.0234309802763164,0.661005916073918,0.445954582421109
0.404097676742822,0.98056295257993,0.922777514439076,0.504752121400088,0.437861012527719,0.275021946756169,0.706857674056664
0.350075378781185,0.160497999750078,0.0496617022436112,0.413785366341472,0.675770479720086,0.148532628780231,0.815094065852463
0.288298102328554,0.610455476446077,0.792575611034408,0.499867176869884,0.553862201282755,0.113910221029073,0.245942824054509
